OrderID (PK),OrderDate,CustomerID (fk),StaffID(fk)
B9-93-B5-8C-36-A3,27/01/2020,97,102
87-85-4E-20-FE-97,12/03/2020,357,103
5C-FF-8E-02-DD-F2,04/12/2020,348,103
BB-3D-59-52-82-31,07/05/2020,771,101
50-2D-57-AC-08-92,15/03/2020,422,102
41-52-3B-E2-70-07,05/05/2020,809,103
33-28-5D-30-0A-13,08/03/2020,772,101
A6-C5-D1-82-9C-F3,16/03/2020,683,103
C4-36-CB-0F-D7-8D,17/02/2020,133,103
B2-3B-83-CD-B6-24,28/12/2020,157,103
6F-56-F8-A2-D8-C8,08/07/2020,633,103
C7-35-D9-66-91-FD,11/08/2020,634,101
2D-54-F0-62-E3-20,13/10/2020,466,102
FF-54-39-71-63-AC,12/06/2020,170,102
59-58-BA-F3-0B-64,26/09/2020,347,103
B8-13-7B-D8-5D-ED,14/11/2020,937,103
E8-62-07-15-4E-C1,24/01/2020,587,103
C1-2A-DE-5E-DF-43,27/02/2020,677,102
9D-C0-C6-B8-89-37,19/09/2020,387,101
3A-51-BC-E9-A3-D8,09/03/2020,584,102
BA-5E-BE-F3-EC-6F,06/09/2020,152,103
70-14-6F-84-E0-F5,28/09/2020,515,101
96-83-D8-D5-00-52,14/03/2020,131,101
87-8C-72-E1-39-4B,27/07/2020,909,102
B7-85-1B-E1-FE-FB,11/01/2020,826,102
94-A7-A7-BB-2A-BB,01/10/2020,929,103
5E-0C-D5-62-E2-91,22/01/2020,912,101
13-B9-C5-1E-17-A0,28/07/2020,208,101
47-F0-D2-82-75-54,16/03/2020,316,103
73-30-F1-ED-EE-88,11/09/2020,117,101
E3-22-87-F1-BC-6D,02/05/2020,867,101
FF-4C-EC-7B-99-48,04/10/2020,878,101
D9-7A-34-A7-11-18,14/06/2020,315,102
11-BF-4A-2F-A3-1B,01/01/2020,655,102
BF-BC-57-E9-AD-14,18/09/2020,971,101
39-74-10-E8-99-9B,11/03/2020,17,102
DA-CB-42-E6-4B-4A,28/08/2020,775,101
84-3A-16-6D-C4-3C,13/02/2020,93,102
F0-5B-30-30-77-4B,23/02/2020,895,102
BC-86-A0-82-EA-15,08/05/2020,275,103
91-BB-1B-30-E1-E8,05/01/2020,361,102
38-DB-02-67-00-4E,14/01/2020,725,103
C8-35-2E-45-E2-13,21/02/2020,883,102
B4-F9-01-AC-52-51,11/06/2020,769,103
19-74-43-A5-65-02,09/11/2020,799,101
51-12-B9-89-6F-26,19/09/2020,231,103
53-EC-F8-4A-42-36,11/10/2020,84,101
6B-98-29-94-9C-66,30/10/2020,700,101
69-31-24-DE-00-8B,19/12/2020,53,101
A9-1F-12-05-4E-B8,15/11/2020,540,101
3B-53-ED-E8-4F-31,08/05/2020,935,103
3F-CA-6C-6F-0A-87,30/07/2020,489,102
45-5F-A9-D5-A2-AD,21/09/2020,644,103
BF-A9-8D-0D-8E-1D,15/08/2020,398,101
72-C7-06-58-C2-8B,08/07/2020,857,103
A6-95-68-0F-FF-51,30/08/2020,511,101
19-1B-BC-15-EB-A5,21/02/2020,635,101
7A-DD-1B-0C-16-82,12/08/2020,328,101
47-7A-FB-99-F8-26,31/03/2020,411,101
C4-3F-5C-96-B9-A9,31/10/2020,962,101
9F-DC-DF-FE-C5-11,25/05/2020,513,102
4B-BE-6F-0C-0E-EC,09/09/2020,606,102
5E-12-9C-FE-C6-B3,25/06/2020,190,103
EF-73-71-6F-88-D5,30/09/2020,192,102
44-20-CE-A3-86-C9,17/01/2020,574,101
EE-6A-D5-F9-2C-96,30/04/2020,559,101
DC-5A-A2-E7-7C-34,23/07/2020,82,101
49-4C-22-F2-06-7F,23/06/2020,867,101
93-64-A0-ED-11-13,09/04/2020,770,103
17-08-B3-19-F8-E6,19/04/2020,225,103
C9-80-CB-EF-3E-B2,12/07/2020,191,103
2F-D0-74-43-A2-36,26/11/2020,373,101
78-EC-1C-97-F4-05,09/01/2020,749,101
A3-D2-3F-69-3A-83,27/01/2020,872,103
EC-4E-4F-B3-D6-77,20/11/2020,921,101
A5-C7-85-5F-AB-25,26/12/2020,941,103
9B-65-9B-EB-BA-C9,31/12/2020,664,102
6D-0D-4C-92-58-8D,21/11/2020,415,103
08-0F-DB-5F-77-C0,17/12/2020,552,102
5D-EE-8C-A9-D5-83,22/12/2020,989,101
E0-05-CF-7C-D6-E4,23/06/2020,398,103
C0-5C-13-AE-6D-A1,12/06/2020,272,103
95-DF-DD-F1-90-22,25/03/2020,569,101
7F-83-79-36-87-2A,09/01/2020,446,101
45-3D-5C-A9-CB-CE,31/05/2020,191,102
24-0C-B4-33-E2-0D,24/05/2020,923,101
20-0B-F0-BD-54-6E,31/10/2020,467,103
88-66-FB-75-A0-36,22/10/2020,260,103
B3-BD-59-A2-62-B5,18/03/2020,456,103
34-9A-EB-C1-A4-84,17/09/2020,917,101
CA-B4-F0-4E-89-51,20/03/2020,416,102
2E-B8-99-8E-25-3B,15/06/2020,1,101
3B-B7-7F-D9-8A-E4,09/12/2020,679,101
27-9A-F8-49-3C-F5,29/10/2020,190,101
B7-4C-DE-BA-65-19,29/06/2020,326,101
D9-DB-D9-12-9B-36,06/09/2020,501,103
C5-CE-98-BC-EF-4A,04/09/2020,629,103
96-D2-32-3C-F5-F8,17/05/2020,271,102
DE-CB-B5-8F-23-FB,24/05/2020,885,102
7A-A7-F3-0B-70-9F,09/04/2020,52,102
29-48-51-5F-17-03,23/05/2020,147,102
2C-42-D6-C0-85-03,05/11/2020,484,103
10-42-DD-D9-95-30,18/08/2020,382,103
3A-08-E9-6C-18-C6,08/11/2020,647,102
B5-41-C5-2B-38-D5,14/05/2020,734,101
75-8B-B8-1B-78-62,22/12/2020,365,102
5C-03-D7-C7-F7-AB,02/06/2020,222,101
3A-68-DC-0A-C4-98,03/08/2020,657,101
B1-55-D3-34-11-83,21/01/2020,798,103
8A-3F-2C-C3-8B-C3,04/12/2020,246,102
30-12-0B-A5-FC-3B,28/10/2020,375,103
08-74-0F-19-81-8F,20/09/2020,955,102
04-29-07-6E-1C-0E,17/05/2020,505,101
8E-9C-01-33-07-BF,24/03/2020,704,103
C3-1A-F9-2B-18-9A,14/05/2020,230,101
D6-6A-98-38-3B-CF,12/03/2020,962,101
87-53-EE-B3-B2-40,01/02/2020,519,101
FC-56-43-55-F0-44,18/11/2020,230,101
0A-05-8E-DE-F0-9D,05/09/2020,764,102
13-96-B9-D4-F0-C2,31/12/2020,703,101
2E-67-93-98-F6-F6,06/08/2020,920,102
65-13-30-70-11-41,18/06/2020,351,102
E9-29-03-CF-4E-21,30/01/2020,584,103
EF-AE-70-CE-33-9A,23/08/2020,957,101
09-FA-0A-6A-A4-0D,27/03/2020,542,101
50-C6-FD-F2-5E-74,20/03/2020,144,102
AE-E8-9C-D6-E6-98,21/06/2020,950,102
E3-F9-16-E4-8B-FF,01/02/2020,400,101
47-E0-98-0A-A8-07,16/12/2020,902,103
A2-99-90-9F-DF-67,09/10/2020,91,101
B9-48-9A-9C-37-1A,03/07/2020,236,102
AA-57-F3-88-45-8B,28/08/2020,503,101
8F-F0-7C-74-7F-BE,31/03/2020,376,101
BB-E7-E8-03-26-FB,05/02/2020,316,103
B0-1C-CB-2A-64-B9,31/10/2020,581,102
92-A9-76-0B-78-09,07/05/2020,112,102
C4-EF-32-76-94-44,25/12/2020,589,102
26-FC-EA-84-95-E8,12/12/2020,977,101
62-4D-44-EB-79-2D,25/02/2020,815,101
BB-B8-64-83-51-0E,10/03/2020,549,101
78-37-BD-CB-13-93,06/06/2020,218,101
4E-82-E5-DB-C3-B0,06/02/2020,971,101
C2-AB-D1-F4-16-C4,27/01/2020,409,102
5C-2B-DB-3A-76-5C,09/06/2020,179,101
44-BF-F0-7C-25-F7,30/05/2020,870,102
F3-9C-60-BB-9A-84,22/07/2020,431,101
20-41-51-B6-81-51,19/11/2020,760,102
39-6C-66-72-BA-2A,10/03/2020,370,101
EE-8B-2A-93-36-48,02/04/2020,396,102
9E-1B-E5-A7-93-B0,11/12/2020,808,102
FF-8B-25-40-95-77,24/01/2020,340,101
C9-DB-D2-97-A6-59,11/07/2020,438,102
2A-31-10-78-2F-4E,24/05/2020,779,103
C7-E1-80-20-03-B8,12/02/2020,626,103
C5-DC-A9-0A-CD-7B,18/01/2020,864,102
29-D2-B7-93-0D-F0,25/02/2020,10,101
5C-8B-F4-E2-E2-15,05/02/2020,15,101
30-81-07-26-01-BE,23/11/2020,776,101
39-A6-7A-E7-A8-0A,20/01/2020,482,103
68-B6-8E-81-7B-D2,19/02/2020,617,101
27-23-F0-21-5D-F3,17/06/2020,717,103
B0-1A-E4-57-72-BF,23/04/2020,628,101
D6-92-DA-1F-49-E7,02/04/2020,772,103
FA-F6-C6-FB-11-A3,13/11/2020,421,103
6E-29-EB-0B-B1-37,15/10/2020,329,102
9F-17-B8-96-D1-9C,22/01/2020,296,102
9F-E4-1C-52-30-9F,25/12/2020,468,101
0A-99-EB-ED-CE-CF,17/06/2020,231,103
96-87-6B-33-7C-4C,25/01/2020,123,102
31-76-BE-BA-02-F0,31/08/2020,480,102
7F-EF-BC-C6-65-86,18/06/2020,196,102
C4-D9-36-CC-8B-48,02/12/2020,379,101
D8-73-D0-32-75-CD,17/06/2020,739,102
C7-A8-C1-0D-B8-20,07/04/2020,115,101
09-63-6F-55-4B-86,14/01/2020,54,101
22-B0-F8-CC-8C-20,22/11/2020,417,102
85-9B-51-D5-51-C3,13/12/2020,481,102
9C-FE-EC-BC-10-85,21/09/2020,774,103
4F-BD-25-CB-C4-C4,06/03/2020,650,101
3B-96-0A-D9-26-B0,14/11/2020,47,103
7B-39-7B-02-04-9B,06/02/2020,970,101
BA-DE-5B-D9-7D-73,17/02/2020,858,103
D2-30-4A-B6-1C-C3,13/12/2020,541,102
47-5C-8E-2D-1C-E7,07/09/2020,389,102
2E-FF-99-52-D6-78,21/01/2020,109,103
3B-FA-8B-5F-74-6F,08/06/2020,671,103
D0-B8-FE-A2-DC-FA,26/05/2020,982,103
5B-FA-9B-F5-2A-41,15/06/2020,693,102
F5-96-34-22-CA-A9,07/04/2020,330,103
C1-F8-3E-00-BB-D8,04/07/2020,791,101
55-98-54-C3-E1-F7,25/11/2020,900,103
51-63-EE-98-5D-25,04/07/2020,713,101
19-AA-16-6C-75-A6,15/09/2020,597,102
12-69-CF-08-84-A4,15/03/2020,545,101
25-78-AD-93-CB-5B,23/04/2020,701,101
DF-BB-1B-6E-9A-F0,11/11/2020,550,101
B8-0C-9C-EE-38-C8,10/07/2020,731,102
22-63-AC-46-45-41,10/04/2020,247,102
30-5F-E8-CE-62-0F,03/05/2020,161,102
0A-BB-0D-BB-1B-55,01/02/2020,678,102
DF-F7-E1-53-4E-71,15/04/2020,998,102
97-BA-2F-BE-77-1B,16/05/2020,961,103
A3-CF-88-72-A2-5F,07/04/2020,560,101
C9-95-27-90-F7-55,03/01/2020,937,103
FB-C4-28-72-26-25,27/01/2020,800,103
8E-1D-36-CA-A1-79,30/04/2020,596,102
A1-C6-CB-53-67-26,23/12/2020,469,101
66-70-D9-6D-5F-FA,02/07/2020,724,102
46-CD-50-DB-8C-36,14/10/2020,666,101
C6-02-81-C3-E5-30,15/01/2020,230,103
38-16-AA-1C-89-90,04/10/2020,258,103
59-8C-22-41-0B-96,13/05/2020,50,103
FA-D5-D1-23-23-82,20/02/2020,307,101
48-2A-D9-26-78-4E,25/02/2020,245,103
24-9A-F5-F3-58-E6,18/10/2020,134,101
22-B2-74-2B-F4-B5,12/08/2020,310,103
F5-39-5E-D7-88-28,27/02/2020,405,103
B4-16-32-25-F6-57,11/05/2020,500,103
E8-F4-9A-5E-A1-E9,20/06/2020,699,102
ED-56-13-C1-57-FB,17/07/2020,219,103
07-24-83-0D-A7-05,12/07/2020,861,102
4E-50-3B-1A-AE-30,04/02/2020,758,101
0D-2D-3C-50-F1-9C,25/01/2020,963,102
81-7A-DF-79-04-4C,30/10/2020,10,102
B5-43-E5-8E-3B-F5,25/04/2020,444,103
FC-39-69-01-BB-B5,15/11/2020,44,102
78-DD-F6-92-0D-0C,06/04/2020,56,102
0C-13-2F-68-FE-78,16/05/2020,552,102
18-B5-26-76-94-8C,08/11/2020,734,103
08-93-3C-65-3F-E8,26/09/2020,666,102
A6-AD-5C-76-C3-DB,06/02/2020,301,101
2C-69-FE-2F-09-50,23/05/2020,26,103
CE-1C-A8-88-29-DE,03/07/2020,708,103
54-4F-B3-8B-F2-E6,14/08/2020,165,101
25-0B-A4-EB-E7-B4,28/03/2020,209,102
3D-7F-91-4E-46-AB,08/08/2020,264,102
40-44-AD-79-9B-6F,28/06/2020,48,103
9C-73-D7-D8-37-E2,17/03/2020,798,102
19-98-77-A0-A8-AC,07/09/2020,413,101
DB-91-D6-5D-68-3B,30/12/2020,267,102
30-58-73-D2-81-29,11/12/2020,226,102
15-99-02-AB-A6-3F,14/07/2020,93,101
32-EF-FE-F2-04-97,23/10/2020,658,102
1E-ED-AC-D8-7C-15,15/04/2020,725,101
60-26-CC-1F-26-FC,30/10/2020,82,101
80-6F-14-9B-2C-26,03/10/2020,504,103
3B-C9-9B-A0-70-90,27/07/2020,418,102
2C-D3-A3-A5-EF-36,30/07/2020,481,103
25-57-4D-A8-FC-37,19/09/2020,882,103
79-D2-2D-B1-48-F2,17/02/2020,12,102
B6-56-1D-A5-E9-0C,20/03/2020,322,103
06-B3-6C-0A-61-1C,11/01/2020,426,103
3E-15-7C-07-48-D2,25/12/2020,183,101
39-E3-02-64-B2-F1,14/09/2020,197,101
DB-47-41-AE-BE-8C,09/03/2020,649,102
41-38-B9-73-84-BF,24/04/2020,632,102
4D-5B-71-A0-CC-47,29/02/2020,165,103
E3-99-F8-BC-9F-4C,10/02/2020,879,103
9E-C7-92-87-2B-96,16/02/2020,124,103
EF-C0-2A-6F-65-D8,31/07/2020,245,103
04-80-D8-B6-4D-1E,09/04/2020,224,103
EF-8B-E4-96-4F-8E,24/11/2020,214,103
0A-0A-8B-79-5C-2A,25/04/2020,995,102
43-FC-83-AB-E2-83,16/06/2020,129,102
21-85-27-26-A4-8A,22/04/2020,698,102
FA-9D-5D-24-06-91,03/04/2020,442,101
F1-10-CB-6D-EB-D3,03/01/2020,283,102
CF-78-9C-5F-1A-F9,06/03/2020,814,101
EC-58-98-61-E2-4D,13/04/2020,342,103
2C-8F-86-56-2A-7E,23/03/2020,726,102
9C-18-20-73-59-E4,20/03/2020,840,103
85-43-FA-9F-99-20,01/06/2020,124,102
E5-E3-07-DD-D4-0E,06/12/2020,310,102
80-80-E7-9C-14-E3,18/09/2020,525,102
8B-8D-E7-72-28-EE,11/12/2020,719,102
AA-0D-2A-DB-94-A7,25/08/2020,149,103
AC-AB-1F-DE-E9-B2,07/07/2020,189,102
05-8A-64-74-03-EA,21/10/2020,722,102
25-67-E3-BB-0C-41,03/09/2020,935,102
C1-50-5C-9D-62-50,16/04/2020,690,103
DA-51-00-3B-51-6F,11/01/2020,53,102
44-FA-8C-DE-03-9E,21/07/2020,290,101
A1-E9-2E-B5-0D-B4,14/04/2020,326,101
B8-13-BA-6E-5F-1F,08/11/2020,537,103
57-1C-6A-99-12-F2,28/10/2020,231,102
FC-52-EA-00-F5-34,30/07/2020,109,103
23-DC-04-30-9A-B4,28/08/2020,852,101
B8-3B-A7-19-FC-E2,10/05/2020,632,102
F7-07-79-98-CB-05,18/03/2020,274,102
2D-0B-7E-BF-00-ED,23/08/2020,582,103
4E-A0-92-4C-28-2F,20/05/2020,183,101
33-79-67-C0-60-D4,03/02/2020,477,103
99-B4-55-22-BA-15,08/12/2020,77,101
B9-B6-E5-5F-52-45,20/11/2020,807,102
9E-61-E7-5A-4A-81,25/03/2020,519,103
F9-08-81-70-EA-E8,10/02/2020,640,102
B4-CC-8B-58-06-A4,22/05/2020,674,103
09-6E-0D-69-27-8E,01/01/2020,376,103
8A-3B-3A-85-B3-18,08/02/2020,549,103
36-0C-BF-47-3E-9E,22/08/2020,266,102
23-63-90-8A-DA-F2,11/05/2020,261,101
82-F1-90-59-BC-39,30/12/2020,616,103
64-C8-60-E8-CB-98,14/03/2020,369,102
0D-ED-DA-5A-27-11,14/08/2020,428,103
B7-78-48-0A-D8-99,09/03/2020,371,101
8F-2B-27-6B-0A-3A,14/02/2020,491,103
F9-9B-3D-1D-EF-0A,26/09/2020,428,103
0F-6F-51-CD-8C-6E,14/11/2020,91,102
DC-72-8D-EB-B7-67,24/07/2020,70,103
26-1F-9C-F8-69-A9,11/10/2020,843,103
C9-5C-D0-A8-82-BD,10/08/2020,106,102
BA-D1-0F-64-A2-F8,14/06/2020,799,103
A4-88-6D-0F-B3-B1,24/07/2020,398,102
BA-B2-15-E1-F9-C5,19/07/2020,651,101
00-AB-63-1A-AF-E3,28/11/2020,527,101
08-2C-DC-BF-90-FB,19/12/2020,91,101
14-B7-1F-ED-19-37,20/07/2020,649,103
A5-76-8A-75-10-C7,24/02/2020,357,101
B5-29-B1-92-AC-B6,24/08/2020,910,102
A3-D1-22-93-C1-64,11/04/2020,118,101
5D-BE-A3-2C-C0-2C,30/05/2020,157,102
B9-90-BC-54-89-21,09/03/2020,804,101
F5-EA-E7-5F-41-F0,11/01/2020,410,101
CC-9B-A9-BE-22-03,11/10/2020,440,101
96-01-5B-14-7D-C0,09/05/2020,272,101
0A-66-FD-10-0C-12,15/05/2020,306,101
81-07-B7-3B-A6-01,11/06/2020,630,101
85-B6-C0-88-39-8A,12/11/2020,693,102
EA-84-98-20-B3-9E,22/06/2020,530,102
4C-2E-EF-CB-53-0E,28/05/2020,748,101
BC-5F-C3-BB-31-7F,03/10/2020,217,103
E5-6B-DE-A2-A6-1C,14/12/2020,839,102
25-9F-6B-1F-63-67,03/02/2020,225,101
CE-2C-D3-BC-0E-83,22/03/2020,711,102
71-B6-8C-D1-C7-FA,27/12/2020,933,102
B3-F8-67-F0-0D-A3,27/07/2020,475,102
28-4B-AC-A0-C3-06,24/01/2020,644,103
2B-AA-B0-38-90-FF,01/06/2020,405,103
EF-55-A3-86-3B-55,17/12/2020,277,103
81-E0-CA-42-4E-03,25/05/2020,602,102
AC-1F-1D-CF-E6-4C,01/06/2020,224,103
10-4D-02-45-9E-11,12/01/2020,480,102
F5-97-DC-4C-F5-A6,04/01/2020,905,103
D6-22-FB-64-46-E8,11/09/2020,887,103
0A-27-BB-0B-BE-7F,15/01/2020,679,101
1C-48-CF-E5-F3-CD,08/10/2020,640,101
94-F0-6E-D0-A3-CA,21/07/2020,392,103
C2-9C-01-69-80-78,19/04/2020,211,103
51-1A-3E-67-1B-23,13/11/2020,913,103
10-A4-1A-D2-12-A2,16/05/2020,41,103
2E-DF-99-10-7B-AD,05/05/2020,666,102
76-B6-0F-F0-65-02,21/09/2020,169,101
04-CB-E3-1F-7B-FF,15/12/2020,984,102
8A-58-55-37-7F-59,21/08/2020,616,102
1D-53-7D-4B-F6-79,18/08/2020,143,101
91-8B-4E-AD-E0-0C,23/02/2020,843,101
82-C3-82-69-4E-FA,27/05/2020,911,102
C0-0F-E9-DE-A7-65,19/12/2020,185,103
51-FB-22-EC-BB-76,09/07/2020,615,102
84-90-FC-30-2A-BE,25/09/2020,735,102
85-C9-1D-4E-E3-D4,11/01/2020,713,102
A5-E2-CB-B8-47-85,11/02/2020,639,103
68-9C-EB-C6-70-DB,17/07/2020,933,102
8A-2B-43-7A-DC-E0,21/12/2020,498,103
7E-87-95-C9-62-5B,21/02/2020,236,103
E1-AD-C6-44-8F-22,26/11/2020,161,103
05-2B-F3-D7-87-97,04/06/2020,233,101
5E-F1-35-72-E9-4A,17/05/2020,30,102
29-6B-F0-15-DF-42,27/05/2020,174,102
FC-28-37-22-85-42,29/08/2020,497,101
D7-3E-C9-6F-31-03,21/09/2020,79,103
7A-61-C0-C7-80-4A,16/08/2020,365,101
F2-50-95-28-ED-97,24/05/2020,439,102
45-8D-64-F6-D4-D9,20/05/2020,396,101
13-44-36-C6-7F-E7,07/12/2020,370,102
05-33-D1-1A-B1-79,02/06/2020,90,102
B9-D6-15-75-81-E3,12/06/2020,374,101
11-65-5F-FC-B4-BC,05/11/2020,441,103
39-3B-6B-12-82-BE,04/03/2020,574,103
A4-C2-5E-EA-F2-C4,30/03/2020,227,103
42-E5-A0-BF-00-59,31/05/2020,890,103
28-68-29-F5-F6-2C,29/03/2020,12,102
08-C7-44-E1-80-0F,06/04/2020,226,101
CC-C1-9C-07-A7-AA,28/12/2020,691,102
A2-71-78-35-85-2C,29/08/2020,688,101
C5-A4-17-D8-82-C1,14/06/2020,536,102
0D-91-2D-EC-E6-7D,23/11/2020,718,101
48-EB-B4-06-21-68,21/08/2020,99,102
CD-DF-40-00-8D-42,21/04/2020,388,103
72-E7-73-90-78-4E,22/12/2020,325,101
58-51-25-1C-90-89,05/08/2020,813,103
D1-1E-08-97-D0-9A,06/11/2020,420,101
D7-1B-B9-FD-36-E3,31/12/2020,540,103
5D-D5-BB-90-96-43,16/05/2020,547,103
B0-41-0C-F4-DE-5E,08/05/2020,558,101
4D-85-C4-29-58-15,23/06/2020,259,103
3A-77-A5-E2-69-F8,02/10/2020,178,101
3A-C0-A1-80-B1-60,07/10/2020,8,103
27-29-6E-FE-00-A8,20/04/2020,421,103
EA-BA-0B-E9-2F-87,11/11/2020,847,103
44-A9-34-F4-A3-C9,11/02/2020,57,102
2F-A8-B0-FC-99-18,01/10/2020,935,103
88-BA-8E-95-8B-2D,09/05/2020,460,103
3D-C0-AB-BC-A8-B5,20/03/2020,72,103
D3-43-3D-21-96-B9,25/05/2020,499,102
93-D2-B9-58-5B-2C,21/11/2020,982,103
8C-E8-EC-4B-70-67,12/09/2020,696,102
44-C5-7B-10-DC-E9,11/11/2020,102,102
6A-09-7F-60-65-12,10/03/2020,763,103
CE-F4-4D-A6-0C-FF,15/07/2020,348,102
7A-9B-72-DF-99-37,31/05/2020,410,102
4E-96-BF-16-98-7F,08/01/2020,554,101
C9-7D-4F-37-34-1F,21/12/2020,154,101
9D-FD-E9-CF-9E-A4,02/10/2020,964,103
F2-AC-B5-C6-21-8D,19/09/2020,373,102
54-6E-A5-29-23-07,05/04/2020,574,102
83-D8-AA-E9-AE-84,26/06/2020,949,101
5D-65-2F-F9-D5-A7,23/01/2020,817,103
1D-74-BF-F1-A4-D9,24/06/2020,268,103
AE-38-43-C3-57-C0,10/12/2020,836,103
D6-7C-F3-59-63-B1,17/06/2020,538,103
07-C0-CE-D7-5C-20,12/06/2020,891,101
48-18-BB-4C-1D-30,08/06/2020,987,102
8A-61-FF-3B-69-80,15/01/2020,754,102
92-CF-B1-6D-0D-21,15/07/2020,441,103
42-1F-27-0A-8E-D6,10/05/2020,709,103
F3-24-F8-4A-98-1D,13/10/2020,180,102
C1-7C-37-D7-84-3F,16/06/2020,146,102
BF-94-8E-EF-F0-17,07/04/2020,140,101
A5-3F-10-F9-2A-C8,22/02/2020,393,102
09-89-14-AB-32-43,21/03/2020,693,102
B2-A7-6C-5A-A0-47,21/01/2020,557,103
9E-C7-E5-60-0E-AE,09/02/2020,666,103
4A-C8-3C-BB-DC-43,06/03/2020,287,102
2E-66-75-DD-6A-14,25/11/2020,686,103
D5-46-63-43-6D-50,05/09/2020,748,103
9C-EC-86-A2-E2-44,29/05/2020,821,101
6A-05-EF-9E-B6-8E,29/01/2020,370,102
94-5F-AE-BB-11-78,09/09/2020,455,102
40-EF-12-21-4B-E3,20/12/2020,844,102
E2-02-22-FF-9D-1D,09/09/2020,387,103
84-05-F0-7C-F8-5F,01/08/2020,35,101
2F-65-5F-0D-FA-64,01/10/2020,936,103
BD-4C-08-56-36-61,23/05/2020,140,103
4D-F5-9C-D0-1B-7E,15/09/2020,204,103
C1-A9-D6-5B-1E-18,22/11/2020,508,101
9B-3F-95-C3-EF-91,17/01/2020,416,103
D2-BA-4C-75-C9-7A,02/07/2020,587,103
51-85-55-F7-1C-67,12/11/2020,317,103
67-38-67-32-27-4E,20/05/2020,848,103
88-F3-14-F8-26-D7,03/11/2020,660,101
95-2A-A6-00-DB-52,25/09/2020,631,103
E6-90-51-B9-C7-59,12/05/2020,708,103
C9-C2-74-46-64-3B,21/03/2020,139,102
AB-1E-D9-66-75-C2,24/05/2020,165,101
AF-55-23-80-47-23,17/07/2020,435,103
CF-02-F9-24-59-2A,06/01/2020,401,103
64-04-A5-15-C4-8C,26/09/2020,10,103
9D-F2-42-11-81-01,08/03/2020,362,102
BD-FA-B0-4A-24-E8,19/03/2020,747,102
34-E5-19-80-D9-D4,27/03/2020,489,103
A7-5D-36-FA-52-79,23/06/2020,745,101
22-EA-BA-C3-F3-E3,10/09/2020,628,103
6E-A7-FA-E5-35-27,09/02/2020,636,101
BC-1C-D8-DA-73-05,29/12/2020,863,102
CB-93-72-79-FB-CC,05/07/2020,737,102
F7-AE-CF-A3-C0-A0,03/01/2020,158,103
CF-0C-54-B1-D8-EE,21/01/2020,705,103
8C-59-3B-AF-57-A7,08/04/2020,878,101
4B-D9-F4-75-E3-E0,19/12/2020,899,103
3F-15-CB-25-03-06,27/07/2020,238,102
03-4E-9B-AA-CE-9F,08/10/2020,149,103
BB-B7-E1-C0-CD-A5,13/05/2020,100,102
51-2F-7B-EA-3A-F2,10/08/2020,228,101
A4-F6-99-74-E7-CE,19/10/2020,343,103
C0-DB-CF-67-EE-F3,04/09/2020,788,102
9B-1A-62-49-A0-69,28/03/2020,957,103
83-41-1B-F1-FA-89,22/09/2020,957,102
F2-69-2C-DF-81-19,11/09/2020,783,102
61-B0-25-4B-16-50,13/09/2020,573,101
A7-A7-0F-AE-BA-97,25/10/2020,648,102
C7-13-C6-20-80-8D,04/09/2020,896,101
E7-F8-F0-F5-3F-8C,14/07/2020,539,101
AC-9B-D0-14-F4-60,11/09/2020,464,102
DE-7C-0C-C0-26-0F,26/12/2020,673,102
B8-15-0E-60-6D-98,30/01/2020,445,102
0A-4A-F6-D1-76-7C,01/09/2020,399,101
FF-B2-4C-EC-1B-8B,03/01/2020,535,103
B0-D5-45-C7-8D-0B,24/06/2020,425,102
05-EC-66-78-2F-89,27/04/2020,362,101
44-99-3B-BD-9A-04,09/02/2020,545,101
60-16-F0-36-6F-3C,13/03/2020,73,102
84-63-7D-D5-AE-E3,02/06/2020,197,101
0B-50-34-77-33-F7,05/08/2020,903,103
E0-B3-8C-EE-4E-27,04/11/2020,512,103
3D-77-53-43-04-AD,05/03/2020,609,101
25-31-80-34-B1-06,30/11/2020,941,103
D1-83-63-C2-59-F7,06/05/2020,636,102
84-21-AF-BC-5A-09,30/08/2020,800,101
2D-9F-06-5D-79-D6,02/05/2020,371,103
22-80-F8-29-69-DB,12/09/2020,965,103
6D-5C-B9-8E-D5-3F,12/04/2020,682,103
A6-8F-7C-6E-54-07,22/03/2020,45,103
7C-BB-B1-38-12-89,24/01/2020,741,102
96-0B-92-7B-69-43,28/02/2020,78,103
A0-DD-67-3F-04-1B,09/12/2020,748,102
BB-1B-DD-70-D4-77,01/10/2020,547,103
1F-B5-0E-6F-AA-4C,27/02/2020,600,103
AC-BC-74-00-AE-F4,02/02/2020,967,101
AB-B5-FD-7F-A9-0E,29/02/2020,391,102
4E-BA-A1-3C-8B-09,27/06/2020,129,101
26-32-DF-7E-B9-C1,31/12/2020,349,101
72-37-B5-A1-2E-41,09/04/2020,746,103
25-45-B7-AD-27-5E,27/01/2020,501,103
DE-A6-40-01-F1-55,10/08/2020,146,103
50-61-35-DB-7F-A8,08/07/2020,747,101
52-A8-62-21-DB-B7,01/04/2020,179,103
3E-81-FA-B3-56-B5,10/05/2020,174,101
9A-49-66-6B-9F-38,10/06/2020,147,103
C8-53-A1-33-32-B6,15/03/2020,388,102
D5-1B-50-08-01-A6,12/05/2020,34,103
16-7E-26-09-1B-B5,11/06/2020,458,103
